苗字,苗字（ふりがな）,人数,割合,名前（男）,名前（男）ふりがな,名前（女）,名前（女）ふりがな
古岡,ふるおか,1400,112556700,,,,
生越,おごせ,1400,112558100,,,,
志津,しづ,1400,112559500,,,,
水尾,みずお,1400,112560900,,,,
稲,いね,1400,112562300,,,,
氷見,ひみ,1400,112563700,,,,
柄本,えもと,1400,112565100,,,,
友清,ともきよ,1400,112566500,,,,
江黒,えぐろ,1400,112567900,,,,
末石,すえいし,1400,112569300,,,,
高祖,こうそ,1400,112570700,,,,
矢山,ややま,1400,112572100,,,,
南浦,みなみうら,1400,112573500,,,,
木坂,きさか,1400,112574900,,,,
林本,はやしほんざき,1400,112576300,,,,
餅田,もちだ,1400,112577700,,,,
若泉,わかいずみ,1400,112579100,,,,
嶋中,しまなか,1400,112580500,,,,
更科,さらしな,1400,112581900,,,,
初山,はつやま,1400,112583300,,,,
持木,もちき,1400,112584700,,,,
尾家,おいえ,1400,112586100,,,,
菅藤,かんふじたか,1400,112587500,,,,
飛弾,ひだん,1400,112588900,,,,
光森,みつもり,1400,112590300,,,,
斎川,さいかわ,1400,112591700,,,,
重谷,しげや,1400,112593100,,,,
石月,いしづき,1400,112594500,,,,
貞広,さだひろ,1400,112595900,,,,
勝岡,かつおか,1400,112597300,,,,
横畠,よこばたけ,1400,112598700,,,,
熊原,くまはら,1400,112600100,,,,
陣野,じんの,1400,112601500,,,,
幡谷,はたや,1400,112602900,,,,
根崎,ねざき,1400,112604300,,,,
長池,ながいけ,1400,112605700,,,,
中坂,なかさか,1400,112607100,,,,
桐ケ谷,きりがや,1400,112608500,,,,
直原,なおはら,1400,112609900,,,,
亀野,かめの,1400,112611300,,,,
増澤,ますざわ,1400,112612700,,,,
藤垣,ふじがき,1400,112614100,,,,
漆谷,うるしや,1400,112615500,,,,
瀬賀,せが,1400,112616900,,,,
草島,くさじま,1400,112618300,,,,
浪花,なにわ,1400,112619700,,,,
今道,いまみち,1400,112621100,,,,
西薗,にしぞの,1400,112622500,,,,
小谷田,こやた,1400,112623900,,,,
染井,そめい,1400,112625300,,,,
能城,のじろ,1400,112626700,,,,
米屋,べいや,1400,112628100,,,,
柄澤,へいざわ,1400,112629500,,,,
戸枝,とえだ,1400,112630900,,,,
宝来,ほうらい,1400,112632300,,,,
譲原,ゆずりはら,1300,112633600,,,,
古門,ふるかど,1300,112634900,,,,
鳥丸,とりまる,1300,112636200,,,,
谷内田,やちだ,1300,112637500,,,,
屋嘉比,やがひ,1300,112638800,,,,
西角,にしづの,1300,112640100,,,,
川和,かわわ,1300,112641400,,,,
浅葉,あさば,1300,112642700,,,,
市沢,いちさわ,1300,112644000,,,,
玉垣,たまがき,1300,112645300,,,,
水永,みずなが,1300,112646600,,,,
兒玉,こだま,1300,112647900,,,,
竹間,ちくま,1300,112649200,,,,
三條,さんじょう,1300,112650500,,,,
渡真利,わたりまり,1300,112651800,,,,
羽渕,はぶち,1300,112653100,,,,
美藤,みふじ,1300,112654400,,,,
桑折,くわおり,1300,112655700,,,,
廣島,ひろじま,1300,112657000,,,,
小助川,こたすけがわ,1300,112658300,,,,
倉部,くらべ,1300,112659600,,,,
細島,ほそじま,1300,112660900,,,,
八十島,やそじま,1300,112662200,,,,
亀村,かめむら,1300,112663500,,,,
鯉淵,こいぶち,1300,112664800,,,,
宜野座,ぎのざ,1300,112666100,,,,
光畑,みつはた,1300,112667400,,,,
中脇,なかわき,1300,112668700,,,,
為我井,むがい,1300,112670000,,,,
脇阪,わきばん,1300,112671300,,,,
有森,ありもり,1300,112672600,,,,
国富,こくふ,1300,112673900,,,,
川股,かわまた,1300,112675200,,,,
高玉,たかだま,1300,112676500,,,,
八木沼,やぎぬま,1300,112677800,,,,
長安,ながやす,1300,112679100,,,,
戎谷,えびすや,1300,112680400,,,,
渡久山,わたひやま,1300,112681700,,,,
野倉,のぐら,1300,112683000,,,,
北内,きたうち,1300,112684300,,,,
澤谷,さわや,1300,112685600,,,,
宮治,みやじ,1300,112686900,,,,
角岡,つのおか,1300,112688200,,,,
沖島,おきのしま,1300,112689500,,,,
窪寺,くぼてら,1300,112690800,,,,
久能,くのう,1300,112692100,,,,
海老塚,えびつか,1300,112693400,,,,
中吉,なかよし,1300,112694700,,,,
佐波,さわ,1300,112696000,,,,
荒畑,あらはた,1300,112697300,,,,
近澤,ちかざわ,1300,112698600,,,,
永盛,ながもり,1300,112699900,,,,
菊沢,きくざわ,1300,112701200,,,,
戸ケ崎,とがさき,1300,112702500,,,,
中久保,なかくぼ,1300,112703800,,,,
干川,ほしかわ,1300,112705100,,,,
松口,まつぐち,1300,112706400,,,,
升谷,ますだに,1300,112707700,,,,
坂寄,さかより,1300,112709000,,,,
月原,つきはら,1300,112710300,,,,
櫻木,さくらぎ,1300,112711600,,,,
長滝,ながたき,1300,112712900,,,,
白滝,しらたき,1300,112714200,,,,
鴻池,こうのいけ,1300,112715500,,,,
七条,ななじょう,1300,112716800,,,,
梅森,うめもり,1300,112718100,,,,
蔵谷,くらや,1300,112719400,,,,
岩舘,いわだて,1300,112720700,,,,
安光,やすみつ,1300,112722000,,,,
久保谷,くぼやつ,1300,112723300,,,,
曽川,そがわ,1300,112724600,,,,
北堀,きたほり,1300,112725900,,,,
高塩,たかしお,1300,112727200,,,,
伊山,いやま,1300,112728500,,,,
糸田,いとだ,1300,112729800,,,,
今木,いまぎ,1300,112731100,,,,
劔持,けんもち,1300,112732400,,,,
有島,ありしま,1300,112733700,,,,
桐木,きりき,1300,112735000,,,,
皆見,みのみ,1300,112736300,,,,
鴛海,おしうみ,1300,112737600,,,,
細山田,ほそやまだ,1300,112738900,,,,
粟国,あぐに,1300,112740200,,,,
久賀,くか,1300,112741500,,,,
樺澤,はなざわ,1300,112742800,,,,
前出,まえで,1300,112744100,,,,
宮城島,みやぎとう,1300,112745400,,,,
片原,かたはら,1300,112746700,,,,
折茂,おりも,1300,112748000,,,,
永久,えいきゅう,1300,112749300,,,,
牛窪,うしくぼ,1300,112750600,,,,
辰田,たつみ,1300,112751900,,,,
井野口,いのぐち,1300,112753200,,,,
松成,まつなり,1300,112754500,,,,
古荘,ふるそう,1300,112755800,,,,
豊増,とよます,1300,112757100,,,,
成塚,なりづか,1300,112758400,,,,
日塔,にちとう,1300,112759700,,,,
馬島,うましま,1300,112761000,,,,
刈屋,かりや,1300,112762300,,,,
市之瀬,いちのせ,1300,112763600,,,,
浜脇,はまわき,1300,112764900,,,,
小櫃,しょうひつ,1300,112766200,,,,
林部,はやしべ,1300,112767500,,,,
掛橋,かけはし,1300,112768800,,,,
大福,だいふく,1300,112770100,,,,
畔蒜,くろびる,1300,112771400,,,,
